exp,species,dev_stage,tissue,area,x,y,perimeter
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1415.58,41.88,46.95,139.15
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,760.53,38.07,27.92,102.6
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,756.71,38.07,29.82,105.72
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,2091.77,56.47,48.86,172.6
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,905.27,36.17,31.73,111.41
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1628.16,41.24,48.86,147.22
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1457.25,53.3,34.26,144.75
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1127.31,46.32,33.63,126.87
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1962.53,55.2,46.95,160.34
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,826.97,43.78,30.46,113.21
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,573.32,37.44,23.48,98.02
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,973.92,41.88,30.46,118.58
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1004.72,39.34,37.44,119.46
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1830.48,55.2,43.15,161.96
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,954.79,36.17,41.24,119.74
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1935.96,48.22,52.03,163.04
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1427.26,55.84,39.97,154.4
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1323.39,45.69,45.05,142.18
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1473.36,46.95,45.05,145.09
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1231.19,55.2,31.09,136.85
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1063.1,36.17,36.8,125.38
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1292.79,50.76,39.97,136.45
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1386.39,56.47,38.07,147.41
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,679.61,33.63,34.26,105.47
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,2411.85,57.11,63.45,192.89
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1085.84,35.53,39.97,122.1
AceTub-488 Runx1-594 10x 3,Round stingray,Adult,DRG,1921.27,54.57,53.3,176
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,860.18,35.53,31.09,107.38
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1294.2,41.88,41.88,135.01
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1271.45,48.22,39.97,137.58
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1129.93,50.76,34.9,136.27
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,2265.3,65.36,48.22,184.18
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1330.83,39.97,43.15,132.63
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1348.35,48.22,38.07,135.36
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1812.16,53.93,44.42,157.16
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1022.23,43.78,35.53,123.12
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1657.55,50.13,46.32,152.09
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1412.97,45.69,50.13,144.95
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,975.53,41.24,38.71,121.93
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1595.75,55.84,46.95,159.65
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,2164.04,60.91,56.47,186.33
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,722.29,40.61,27.92,106.25
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,424.96,26.65,20.94,76.81
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1272.25,44.42,47.59,144.13
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1149.46,43.15,34.9,127.78
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,971.7,46.32,34.26,124.43
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1377.74,53.3,32.36,141.33
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,950.97,41.24,36.17,118.09
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,716.45,39.97,32.36,112.41
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,1629.17,52.03,43.78,150.38
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,957.41,36.8,32.99,113.52
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,777.24,51.4,26.65,124.11
DRG Uhaleri 10x 1,Round stingray,Adult,DRG,754.09,38.71,29.19,106.69
Runx1-594 AceTub-488 10x 2,Round stingray,Adult,DRG,1398.27,57.11,42.51,152.03
Runx1-594 AceTub-488 10x 2,Round stingray,Adult,DRG,1172,44.42,39.34,131.09
Runx1-594 AceTub-488 10x 2,Round stingray,Adult,DRG,1655.94,53.3,43.78,151.74
Runx1-594 AceTub-488 10x 2,Round stingray,Adult,DRG,1283.53,46.32,35.53,133.38
Runx1-594 AceTub-488 10x 2,Round stingray,Adult,DRG,1066.92,48.22,31.73,126.14
Runx1-594 AceTub-488 10x 2,Round stingray,Adult,DRG,1230.38,46.95,39.34,130.58
Runx1-594 AceTub-488 10x 2,Round stingray,Adult,DRG,784.49,36.8,29.82,106.46
Runx1-594 AceTub-488 10x 2,Round stingray,Adult,DRG,873.06,38.71,29.19,110.39
Runx1-594 AceTub-488 10x 2,Round stingray,Adult,DRG,864.41,34.26,33.63,108.47
AR 25,Spiny dogfish,Adult,TG,895.01,31.09,36.17,114.68
AR 28,Spiny dogfish,Adult,TG,989.42,32.36,40.61,122.48
AR 28,Spiny dogfish,Adult,TG,1068.33,34.9,36.17,119.48
AR 27,Spiny dogfish,Adult,TG,1242.66,42.51,38.07,133.06
AR 28,Spiny dogfish,Adult,TG,1257.96,42.51,44.42,138.94
AR 30,Spiny dogfish,Adult,TG,1260.78,37.44,38.71,135
AR 28,Spiny dogfish,Adult,TG,1276.68,38.71,40.61,135.24
AR 27,Spiny dogfish,Adult,TG,1389.01,41.88,49.49,149.47
AR 11,Spiny dogfish,Adult,TG,1441.55,62.82,31.73,163.82
AR 22,Spiny dogfish,Adult,TG,1485.84,44.42,42.51,145.35
AR 9,Spiny dogfish,Adult,TG,1486.24,38.07,45.69,146.53
AR 9,Spiny dogfish,Adult,TG,1535.16,48.86,37.44,154.5
AR 23,Spiny dogfish,Adult,TG,1566.77,46.95,48.22,157.63
AR 32,Spiny dogfish,Adult,TG,1567.37,40.61,46.32,149.18
AR 6,Spiny dogfish,Adult,TG,1595.75,45.05,43.78,149.69
AR 1,Spiny dogfish,Adult,TG,1602.6,46.95,45.05,155.28
AR 19,Spiny dogfish,Adult,TG,1613.87,45.69,42.51,150.3
AR 28,Spiny dogfish,Adult,TG,1620.72,44.42,42.51,151.6
AR 7,Spiny dogfish,Adult,TG,1688.56,38.07,48.86,153.08
AR 31,Spiny dogfish,Adult,TG,1693.79,44.42,45.69,151.33
AR 17,Spiny dogfish,Adult,TG,1714.12,50.76,46.32,163.71
AR 10,Spiny dogfish,Adult,TG,1719.15,48.86,48.22,158.83
AR 3,Spiny dogfish,Adult,TG,1719.56,42.51,51.4,157.42
AR 2,Spiny dogfish,Adult,TG,1736.87,54.57,41.24,165.48
AR 5,Spiny dogfish,Adult,TG,1748.95,48.86,45.69,155.54
AR 12,Spiny dogfish,Adult,TG,1774.92,46.95,47.59,161.32
AR 33,Spiny dogfish,Adult,TG,1775.32,43.15,55.2,161.26
AR 24,Spiny dogfish,Adult,TG,1792.63,53.93,45.69,165.37
AR 9,Spiny dogfish,Adult,TG,1798.07,47.59,48.22,160.8
AR 28,Spiny dogfish,Adult,TG,1802.9,47.59,44.42,158.98
AR 26,Spiny dogfish,Adult,TG,1824.03,50.13,47.59,162.06
AR 27,Spiny dogfish,Adult,TG,1837.72,42.51,52.66,160.01
AR 3,Spiny dogfish,Adult,TG,1855.84,51.4,46.32,162.37
AR 12,Spiny dogfish,Adult,TG,1861.48,55.84,48.22,167.78
AR 11,Spiny dogfish,Adult,TG,1878.19,61.55,40.61,172.81
AR 4,Spiny dogfish,Adult,TG,1879.19,44.42,56.47,166.75
AR 4,Spiny dogfish,Adult,TG,1885.84,44.42,48.22,162.52
AR 11,Spiny dogfish,Adult,TG,1890.67,46.32,46.95,163.61
AR 30,Spiny dogfish,Adult,TG,1896.1,46.95,49.49,167.38
AR 30,Spiny dogfish,Adult,TG,1902.75,59.64,40.61,166.14
AR 17,Spiny dogfish,Adult,TG,1956.9,48.86,52.66,174.97
AR 3,Spiny dogfish,Adult,TG,1961.93,52.03,46.95,166.75
AR 4,Spiny dogfish,Adult,TG,1991.72,47.59,59.64,179.6
AR 18,Spiny dogfish,Adult,TG,1994.74,47.59,50.76,166.32
AR 25,Spiny dogfish,Adult,TG,2015.68,56.47,43.15,170.26
AR 4,Spiny dogfish,Adult,TG,2036.81,54.57,46.95,176
AR 5,Spiny dogfish,Adult,TG,2038.43,56.47,48.86,177.77
AR 12,Spiny dogfish,Adult,TG,2048.29,63.45,45.05,179.14
AR 2,Spiny dogfish,Adult,TG,2050.7,48.86,53.3,167.96
AR 10,Spiny dogfish,Adult,TG,2055.34,46.95,54.57,172.74
AR 4,Spiny dogfish,Adult,TG,2059.36,56.47,47.59,177.5
AR 16,Spiny dogfish,Adult,TG,2060.57,55.84,48.86,173.09
AR 14,Spiny dogfish,Adult,TG,2082.71,54.57,51.4,176.42
AR 11,Spiny dogfish,Adult,TG,2091.77,64.09,43.15,174.7
AR 16,Spiny dogfish,Adult,TG,2100.83,63.45,48.22,181.81
AR 6,Spiny dogfish,Adult,TG,2117.94,49.49,52.66,174.85
AR 28,Spiny dogfish,Adult,TG,2120.76,55.2,46.95,176.32
AR 8,Spiny dogfish,Adult,TG,2121.77,53.93,50.76,175.76
AR 8,Spiny dogfish,Adult,TG,2140.49,52.03,54.57,177.48
AR 11,Spiny dogfish,Adult,TG,2157.6,45.69,57.11,172.42
AR 17,Spiny dogfish,Adult,TG,2168.47,55.84,57.11,183.04
AR 24,Spiny dogfish,Adult,TG,2168.87,50.13,57.74,176.64
AR 12,Spiny dogfish,Adult,TG,2184.37,54.57,50.76,179.98
AR 23,Spiny dogfish,Adult,TG,2189.61,49.49,60.28,183.32
AR 3,Spiny dogfish,Adult,TG,2192.83,53.93,52.03,184.35
AR 17,Spiny dogfish,Adult,TG,2197.86,52.66,53.3,183.55
AR 7,Spiny dogfish,Adult,TG,2215.37,48.86,58.38,183.38
AR 12 ,Spiny dogfish,Adult,TG,2230.07,50.13,58.38,178.1
AR 33,Spiny dogfish,Adult,TG,2243.35,53.3,56.47,182.03
AR 30,Spiny dogfish,Adult,TG,2264.49,53.3,51.4,175.12
AR 24,Spiny dogfish,Adult,TG,2283.41,58.38,54.57,179.11
AR 13,Spiny dogfish,Adult,TG,2288.25,63.45,53.3,184.21
AR 16,Spiny dogfish,Adult,TG,2303.75,47.59,57.11,180.47
AR 27,Spiny dogfish,Adult,TG,2319.85,57.74,52.66,183.76
AR 19,Spiny dogfish,Adult,TG,2336.96,53.93,52.66,178.47
AR 3,Spiny dogfish,Adult,TG,2340.79,50.13,58.38,179.32
AR 23,Spiny dogfish,Adult,TG,2341.99,53.93,54.57,178.6
AR 13,Spiny dogfish,Adult,TG,2342.4,60.28,48.22,184.13
AR 24,Spiny dogfish,Adult,TG,2345.22,52.66,54.57,185.74
AR 11,Spiny dogfish,Adult,TG,2356.89,53.3,62.82,193.65
AR 15,Spiny dogfish,Adult,TG,2381.65,54.57,55.2,199.67
AR 28,Spiny dogfish,Adult,TG,2405,51.4,58.38,183.75
AR 13,Spiny dogfish,Adult,TG,2425.34,46.32,64.09,189
AR 10,Spiny dogfish,Adult,TG,2447.28,50.76,59.01,183.66
AR 12,Spiny dogfish,Adult,TG,2448.49,45.69,63.45,186.89
AR 7,Spiny dogfish,Adult,TG,2468.01,56.47,53.3,189.8
AR 24,Spiny dogfish,Adult,TG,2488.34,60.91,53.3,193.89
AR 24,Spiny dogfish,Adult,TG,2489.95,62.18,56.47,192.33
AR 3,Spiny dogfish,Adult,TG,2490.76,58.38,55.84,195.22
AR 8,Spiny dogfish,Adult,TG,2499.01,59.64,50.76,187.36
AR 4,Spiny dogfish,Adult,TG,2505.25,53.93,64.72,194.19
AR 11,Spiny dogfish,Adult,TG,2517.94,50.13,62.82,190.62
AR 32,Spiny dogfish,Adult,TG,2518.94,63.45,60.91,199.81
AR 15,Spiny dogfish,Adult,TG,2530.62,58.38,51.4,188.04
AR 27,Spiny dogfish,Adult,TG,2537.46,65.99,62.82,210.47
AR 15,Spiny dogfish,Adult,TG,2549.54,62.18,53.93,195.98
AR 12,Spiny dogfish,Adult,TG,2551.96,60.28,53.93,189.19
AR 20,Spiny dogfish,Adult,TG,2552.36,49.49,67.26,190.03
AR 11,Spiny dogfish,Adult,TG,2553.16,63.45,52.66,195.25
AR 16,Spiny dogfish,Adult,TG,2556.39,62.82,61.55,203.23
AR 16,Spiny dogfish,Adult,TG,2590.61,54.57,59.01,186.98
AR 4,Spiny dogfish,Adult,TG,2595.04,60.91,64.72,203.31
AR 6,Spiny dogfish,Adult,TG,2603.49,64.09,51.4,190.58
AR 19,Spiny dogfish,Adult,TG,2627.45,47.59,62.82,193.59
AR 20,Spiny dogfish,Adult,TG,2668.92,57.74,64.09,200.57
AR 20,Spiny dogfish,Adult,TG,2679.79,50.76,71.7,205.63
AR 15,Spiny dogfish,Adult,TG,2687.23,72.97,54.57,207.24
AR 7,Spiny dogfish,Adult,TG,2700.32,57.74,58.38,192.94
AR 13,Spiny dogfish,Adult,TG,2711.59,58.38,59.01,199.58
AR 31,Spiny dogfish,Adult,TG,2721.05,59.01,56.47,190.53
AR 20,Spiny dogfish,Adult,TG,2748.43,69.8,52.66,204.76
AR 27,Spiny dogfish,Adult,TG,2766.95,55.84,63.45,198.01
AR 27,Spiny dogfish,Adult,TG,2791.11,53.3,66.62,194.99
AR 15,Spiny dogfish,Adult,TG,2799.16,55.2,61.55,196.79
AR 12,Spiny dogfish,Adult,TG,2806.21,59.64,54.57,197.23
AR 12,Spiny dogfish,Adult,TG,2834.79,61.55,60.28,207.36
AR 15,Spiny dogfish,Adult,TG,2840.23,58.38,62.18,202.89
AR 3,Spiny dogfish,Adult,TG,2848.08,57.74,64.09,197.75
AR 27,Spiny dogfish,Adult,TG,2891.76,56.47,58.38,199.53
AR 19,Spiny dogfish,Adult,TG,2934.84,52.66,70.43,204.87
AR 20,Spiny dogfish,Adult,TG,3005.5,67.26,54.57,206.41
AR 4,Spiny dogfish,Adult,TG,3131.72,53.3,74.24,215.14
AR 20,Spiny dogfish,Adult,TG,3139.37,62.82,62.82,206.05
AR 1,Spiny dogfish,Adult,TG,3144.6,59.64,68.53,208.08
AR 33,Spiny dogfish,Adult,TG,3186.47,67.89,62.82,210.74
AR 4,Spiny dogfish,Adult,TG,3196.94,63.45,65.36,211.43
AR 19,Spiny dogfish,Adult,TG,3248.07,72.97,60.28,225.34
AR 13,Spiny dogfish,Adult,TG,3263.17,63.45,64.09,216.03
AR 26,Spiny dogfish,Adult,TG,3266.59,69.8,64.09,219.28
AR 6,Spiny dogfish,Adult,TG,3267.2,68.53,61.55,217.72
AR 27,Spiny dogfish,Adult,TG,3267.4,61.55,67.89,215.22
AR 19,Spiny dogfish,Adult,TG,3283.3,54.57,72.97,217.89
AR 26,Spiny dogfish,Adult,TG,3358.59,72.97,57.11,218.49
AR 4,Spiny dogfish,Adult,TG,3372.88,67.89,64.72,220.69
AR 3,Spiny dogfish,Adult,TG,3413.35,65.36,62.18,220.94
AR 25,Spiny dogfish,Adult,TG,3499.5,67.26,65.99,215.61
AR 13,Spiny dogfish,Adult,TG,3502.52,72.33,71.7,233.15
AR 2,Spiny dogfish,Adult,TG,3587.07,67.89,73.6,228.88
AR 19,Spiny dogfish,Adult,TG,3587.88,69.8,65.99,223.53
AR 22,Spiny dogfish,Adult,TG,3634.98,69.8,70.43,236.53
AR 4,Spiny dogfish,Adult,TG,3688.53,56.47,85.66,234.02
AR 5,Spiny dogfish,Adult,TG,3703.63,67.89,68.53,225.59
AR 26,Spiny dogfish,Adult,TG,3777.71,60.91,78.05,234.15
AR 28,Spiny dogfish,Adult,TG,3846.15,65.99,72.97,233.15
AR 29,Spiny dogfish,Adult,TG,4015.65,75.51,74.87,247.01
AR 21,Spiny dogfish,Adult,TG,4106.85,64.09,85.03,258.09
AR 3,Spiny dogfish,Adult,TG,4130.2,78.05,72.97,246.64
AR 3,Spiny dogfish,Adult,TG,4283.19,87.56,63.45,251.95
AR 21,Spiny dogfish,Adult,TG,4285,65.36,83.76,245.61
AR 28,Spiny dogfish,Adult,TG,4294.46,79.95,66.62,245.33
AR 20,Spiny dogfish,Adult,TG,4461.95,77.41,75.51,250.95
AR 14,Spiny dogfish,Adult,TG,4590.18,74.87,75.51,253.03
AR 2,Spiny dogfish,Adult,TG,4609.31,81.85,71.7,255.79
AR 26,Spiny dogfish,Adult,TG,4641.72,74.87,76.14,265.45
AR 12,Spiny dogfish,Adult,TG,4734.72,78.05,83.76,265.96
AR 14,Spiny dogfish,Adult,TG,4944.88,80.58,79.31,269.6
AR 29,Spiny dogfish,Adult,TG,5157.26,69.16,95.18,274.77
AR 19,Spiny dogfish,Adult,TG,5198.13,87.56,77.41,273.02
AR 4,Spiny dogfish,Adult,TG,5204.77,77.41,88.2,268.61
AR 28,Spiny dogfish,Adult,TG,5224.3,93.27,71.7,270.18
AR 14,Spiny dogfish,Adult,TG,5240.2,66.62,100.25,278.4
AR 12,Spiny dogfish,Adult,TG,5315.29,79.95,83.76,270.18
AR 18,Spiny dogfish,Adult,TG,5382.32,84.39,78.05,274.5
AR 33,Spiny dogfish,Adult,TG,5414.13,90.74,72.33,282.07
AR 19,Spiny dogfish,Adult,TG,5492.03,90.1,76.14,278.69
AR 18,Spiny dogfish,Adult,TG,5512.36,77.41,91.37,274.74
AR 19,Spiny dogfish,Adult,TG,5699.98,83.12,90.1,288.29
AR 13,Spiny dogfish,Adult,TG,5830.83,81.85,91.37,295.75
AR 22,Spiny dogfish,Adult,TG,5921.42,86.29,86.29,291.65
AR 21,Spiny dogfish,Adult,TG,6098.77,92.01,91.37,299.16
AR 4,Spiny dogfish,Adult,TG,6132.79,89.47,91.37,292.23
AR 3,Spiny dogfish,Adult,TG,6237.87,87.56,95.81,303.99
AR 4,Spiny dogfish,Adult,TG,6500.17,78.68,106.6,304.05
AR 13,Spiny dogfish,Adult,TG,6565.19,85.66,107.23,323.46
AR 13,Spiny dogfish,Adult,TG,6658.2,93.91,89.47,302.08
AR 4,Spiny dogfish,Adult,TG,6695.24,97.08,95.18,314.44
AR 13,Spiny dogfish,Adult,TG,6830.52,88.83,103.43,311.98
AR 22,Spiny dogfish,Adult,TG,7004.85,89.47,104.7,339.45
AR 22,Spiny dogfish,Adult,TG,7362.37,88.2,105.96,330.07
